,berry,blackberry,cherry,citrus,other,raspberry
32906,0,0,0,0,1,0
115613,0,0,1,0,0,0
76001,1,0,0,0,0,0
118827,0,0,1,0,0,0
121226,0,0,0,1,0,0
100365,0,0,0,0,1,0
114623,0,1,0,0,0,0
107404,1,0,0,0,0,0
15635,0,0,1,0,0,0
100522,0,0,0,0,1,0
43564,0,0,0,0,1,0
119894,0,0,0,0,1,0
37578,0,0,0,1,0,0
121146,0,0,0,0,1,0
43983,0,1,0,0,0,0
78654,0,0,0,1,0,0
39700,0,1,0,0,0,0
127487,0,0,0,0,0,1
9925,0,0,0,0,0,1
84439,0,0,0,1,0,0
91774,0,0,0,0,1,0
100915,0,0,0,1,0,0
107966,0,0,0,0,1,0
97340,0,0,0,0,1,0
27863,0,1,0,0,0,0
90499,0,0,0,0,1,0
40962,0,0,0,0,1,0
13752,0,0,0,1,0,0
13206,0,0,0,1,0,0
95734,0,0,0,0,1,0
93902,0,0,1,0,0,0
78973,0,0,0,0,1,0
77375,0,0,1,0,0,0
26373,0,0,0,0,1,0
70878,0,0,0,1,0,0
93865,0,0,0,1,0,0
19626,0,0,0,0,1,0
4927,0,0,0,0,1,0
39754,1,0,0,0,0,0
16499,0,0,0,0,1,0
129002,0,0,0,1,0,0
64531,0,0,0,0,1,0
122587,1,0,0,0,0,0
95502,0,0,1,0,0,0
79440,0,0,1,0,0,0
124700,0,0,0,0,0,1
33291,0,0,0,0,1,0
86139,0,0,0,1,0,0
89150,0,0,0,0,1,0
109757,0,1,0,0,0,0
7875,0,0,0,1,0,0
125284,0,0,0,0,1,0
9548,0,0,0,0,1,0
54328,0,0,0,0,1,0
78799,0,0,0,0,1,0
102102,1,0,0,0,0,0
90465,0,0,0,0,1,0
50365,0,0,0,0,1,0
86715,0,0,0,0,1,0
40406,0,0,1,0,0,0
41790,0,0,0,0,1,0
119569,0,0,0,0,1,0
11250,1,0,0,0,0,0
76139,0,0,0,0,1,0
12942,0,0,0,0,1,0
81756,0,0,0,0,1,0
105124,1,0,0,0,0,0
56054,1,0,0,0,0,0
32560,1,0,0,0,0,0
91762,0,0,0,1,0,0
81237,0,0,0,0,1,0
83363,0,0,0,0,0,1
73116,1,0,0,0,0,0
49171,0,0,0,0,1,0
54233,0,0,0,0,1,0
10056,0,0,1,0,0,0
89039,0,0,0,0,1,0
107665,0,0,0,0,1,0
110211,0,0,0,0,1,0
50195,0,0,0,0,1,0
48483,0,0,0,0,1,0
64645,0,0,1,0,0,0
20492,0,0,0,0,1,0
55023,0,0,0,0,1,0
114757,0,0,0,1,0,0
15196,0,0,0,0,1,0
77885,0,0,0,0,1,0
19447,0,0,1,0,0,0
76476,1,0,0,0,0,0
28998,0,0,0,0,1,0
51068,0,0,0,0,1,0
2439,0,1,0,0,0,0
29946,0,1,0,0,0,0
171,0,0,0,1,0,0
61793,0,0,0,0,1,0
3923,0,0,1,0,0,0
82906,0,0,0,1,0,0
102855,0,0,0,1,0,0
80154,0,0,1,0,0,0
34445,0,0,1,0,0,0
84569,0,0,0,0,1,0
25152,1,0,0,0,0,0
120236,0,0,1,0,0,0
23193,1,0,0,0,0,0
58539,0,0,0,0,0,1
6091,0,1,0,0,0,0
74132,0,0,0,1,0,0
77146,0,0,0,0,1,0
122374,0,0,0,1,0,0
28601,1,0,0,0,0,0
24483,0,0,1,0,0,0
51766,0,0,0,0,1,0
123139,1,0,0,0,0,0
54832,0,0,0,0,1,0
115787,0,0,0,0,1,0
3112,0,0,0,0,1,0
18533,0,0,1,0,0,0
57038,0,0,1,0,0,0
33562,0,0,0,1,0,0
56769,0,0,0,0,1,0
108080,0,0,0,0,1,0
120594,0,0,1,0,0,0
129414,0,0,0,0,1,0
49083,0,0,1,0,0,0
108589,0,0,0,0,1,0
26337,0,0,1,0,0,0
22768,0,0,1,0,0,0
27078,0,0,0,0,1,0
124877,0,0,0,0,1,0
52155,1,0,0,0,0,0
92597,0,0,0,0,1,0
2448,0,0,0,1,0,0
5709,0,0,0,0,1,0
6579,0,0,1,0,0,0
113129,0,0,0,0,1,0
69648,0,0,1,0,0,0
54561,0,0,1,0,0,0
85704,1,0,0,0,0,0
90001,1,0,0,0,0,0
99263,0,0,1,0,0,0
56468,0,0,0,1,0,0
10032,0,0,0,1,0,0
120627,0,0,0,0,1,0
14900,0,0,0,0,1,0
12038,0,0,0,0,1,0
82820,0,0,0,1,0,0
76731,0,0,1,0,0,0
6756,0,0,0,0,1,0
89794,0,0,1,0,0,0
128570,0,0,0,0,1,0
71802,1,0,0,0,0,0
57366,0,0,0,0,1,0
107606,0,0,0,0,1,0
24912,0,0,0,0,1,0
60875,0,0,0,0,1,0
23686,0,0,0,0,1,0
57809,1,0,0,0,0,0
47069,0,0,1,0,0,0
16861,1,0,0,0,0,0
95026,1,0,0,0,0,0
33497,0,0,1,0,0,0
32677,0,1,0,0,0,0
126682,0,0,0,0,1,0
18125,0,0,0,1,0,0
51834,0,0,1,0,0,0
1441,0,0,1,0,0,0
85672,0,0,0,0,1,0
659,0,0,1,0,0,0
68616,0,1,0,0,0,0
63952,0,1,0,0,0,0
31931,1,0,0,0,0,0
66405,0,0,0,0,1,0
74977,0,0,0,0,1,0
108763,0,0,0,0,1,0
25026,0,0,0,0,1,0
83971,0,1,0,0,0,0
79784,0,0,0,0,1,0
15962,1,0,0,0,0,0
55376,1,0,0,0,0,0
13022,0,0,0,0,1,0
123895,0,0,0,1,0,0
89708,0,0,0,0,1,0
4656,0,0,0,0,1,0
66312,0,0,0,0,1,0
29827,1,0,0,0,0,0
24738,1,0,0,0,0,0
80628,0,0,1,0,0,0
113437,0,1,0,0,0,0
16133,0,0,0,0,1,0
97952,0,0,0,1,0,0
56705,0,0,0,0,1,0
120219,0,0,0,0,1,0
90478,0,0,0,0,0,1
76074,0,0,1,0,0,0
38510,0,0,0,0,0,1
38987,0,0,1,0,0,0
14831,0,0,0,0,1,0
51388,1,0,0,0,0,0
114017,0,0,1,0,0,0
83365,0,1,0,0,0,0
7623,0,0,0,0,1,0
40742,0,0,0,0,1,0
10365,0,0,0,0,1,0
1275,0,1,0,0,0,0
13813,0,0,0,0,1,0
105919,0,0,0,0,1,0
128193,1,0,0,0,0,0
27717,0,1,0,0,0,0
28441,0,0,0,1,0,0
65698,0,0,0,0,1,0
126194,0,0,0,1,0,0
43049,1,0,0,0,0,0
20401,1,0,0,0,0,0
87334,0,0,0,1,0,0
105436,0,0,0,0,1,0
64335,0,0,0,0,1,0
93463,1,0,0,0,0,0
60583,0,1,0,0,0,0
112083,0,0,1,0,0,0
122603,1,0,0,0,0,0
53507,0,0,1,0,0,0
62889,0,0,0,0,1,0
68445,0,0,0,0,1,0
45473,0,0,0,1,0,0
31685,0,0,0,0,1,0
36466,1,0,0,0,0,0
101626,0,0,0,0,1,0
116948,0,0,0,1,0,0
74256,0,0,1,0,0,0
77307,1,0,0,0,0,0
114646,0,0,0,0,1,0
51152,0,0,0,0,1,0
87660,0,0,1,0,0,0
48831,0,0,1,0,0,0
4444,0,0,0,0,1,0
69528,1,0,0,0,0,0
79668,1,0,0,0,0,0
4184,1,0,0,0,0,0
97060,0,0,0,1,0,0
120280,0,0,1,0,0,0
80036,0,0,0,0,1,0
107785,0,0,1,0,0,0
43598,0,0,1,0,0,0
107645,0,0,1,0,0,0
113450,0,0,0,0,1,0
6916,1,0,0,0,0,0
129123,0,0,0,0,1,0
14321,0,0,0,0,1,0
95465,0,0,1,0,0,0
105147,0,0,0,0,0,1
67932,0,0,0,0,1,0
62913,0,0,0,0,1,0
53275,0,0,0,0,1,0
28098,0,0,1,0,0,0
39458,0,0,1,0,0,0
63570,0,0,0,1,0,0
65093,0,0,1,0,0,0
32461,0,0,0,0,1,0
87516,0,0,0,0,1,0
57218,0,0,0,0,1,0
65685,0,0,0,0,1,0
83907,0,0,0,0,0,1
101443,0,0,0,0,1,0
40841,0,0,0,0,1,0
115163,0,0,1,0,0,0
129828,0,0,0,0,1,0
49136,0,0,0,1,0,0
49091,0,0,0,0,0,1
110064,0,0,0,0,1,0
119972,0,0,1,0,0,0
120198,0,0,0,0,1,0
125735,0,0,0,0,1,0
52506,0,0,0,0,1,0
83724,1,0,0,0,0,0
25352,0,0,1,0,0,0
15200,0,0,0,0,1,0
23917,0,0,0,0,1,0
86118,0,0,0,0,0,1
113114,0,0,0,0,1,0
19732,0,0,1,0,0,0
31873,0,0,0,0,1,0
7633,0,0,0,0,0,1
78442,0,1,0,0,0,0
6865,0,0,0,0,1,0
111313,0,0,0,0,1,0
91686,0,0,0,0,0,1
38817,0,0,0,0,1,0
68557,0,1,0,0,0,0
48023,0,0,0,0,1,0
96833,0,0,0,0,1,0
98444,0,1,0,0,0,0
37105,0,0,0,0,1,0
58808,0,0,1,0,0,0
85889,0,0,0,0,1,0
29191,1,0,0,0,0,0
25590,0,0,0,0,1,0
100447,0,0,1,0,0,0
30069,0,0,1,0,0,0
97213,1,0,0,0,0,0
79512,0,1,0,0,0,0
103739,0,1,0,0,0,0
33964,0,0,0,0,1,0
122841,0,0,0,0,1,0
86697,0,0,0,0,1,0
13402,0,0,1,0,0,0
83753,1,0,0,0,0,0
30379,0,0,1,0,0,0
108981,0,0,0,0,1,0
8667,0,0,1,0,0,0
68017,0,0,0,0,1,0
99650,0,0,0,0,1,0
57411,0,0,0,0,1,0
35164,0,1,0,0,0,0
27456,1,0,0,0,0,0
84750,0,0,0,0,1,0
30260,0,0,0,0,0,1
83587,0,0,0,0,1,0
85462,0,0,0,0,1,0
103760,0,0,1,0,0,0
125645,1,0,0,0,0,0
33821,0,0,0,0,1,0
96685,0,0,0,0,1,0
122530,0,0,0,0,1,0
94862,0,0,0,0,1,0
101347,0,0,0,1,0,0
40712,0,0,0,0,1,0
98515,0,0,0,0,1,0
54767,0,1,0,0,0,0
121912,0,0,0,0,1,0
59832,0,0,0,0,1,0
97461,0,0,0,0,1,0
126072,0,1,0,0,0,0
1025,0,0,0,0,1,0
31991,0,0,0,0,1,0
24699,0,0,1,0,0,0
60668,0,0,0,0,1,0
109566,0,0,0,0,1,0
21499,0,1,0,0,0,0
11906,0,0,0,0,0,1
119694,0,0,0,0,1,0
84813,1,0,0,0,0,0
128119,1,0,0,0,0,0
39303,0,0,0,0,1,0
120063,0,0,1,0,0,0
23292,0,0,0,0,1,0
21445,0,0,0,0,1,0
112835,0,0,0,0,0,1
102866,0,0,0,0,0,1
79828,0,0,0,1,0,0
60457,0,0,1,0,0,0
71582,0,0,1,0,0,0
59583,0,0,1,0,0,0
6072,0,0,1,0,0,0
55459,0,0,0,0,1,0
55105,0,0,0,0,1,0
34538,0,0,0,0,1,0
107794,0,0,0,0,1,0
89456,0,0,0,1,0,0
13620,0,0,0,0,1,0
121077,0,0,1,0,0,0
64404,0,0,0,0,0,1
84591,0,0,1,0,0,0
989,0,1,0,0,0,0
58179,0,0,0,0,1,0
20788,0,0,0,0,0,1
80112,0,0,0,1,0,0
19648,0,1,0,0,0,0
17293,0,1,0,0,0,0
16540,0,1,0,0,0,0
100480,0,0,0,0,1,0
46230,0,0,0,0,1,0
78921,0,0,0,0,1,0
21467,0,0,0,1,0,0
41843,0,0,1,0,0,0
68227,0,0,1,0,0,0
36073,1,0,0,0,0,0
114277,0,0,0,0,1,0
20807,0,0,0,0,1,0
63366,0,0,0,0,1,0
48890,0,0,1,0,0,0
61159,0,0,1,0,0,0
85056,0,0,0,0,1,0
56885,1,0,0,0,0,0
124832,0,0,0,1,0,0
24595,0,0,0,0,1,0
120247,1,0,0,0,0,0
39910,0,0,1,0,0,0
51607,0,1,0,0,0,0
46656,0,0,0,0,1,0
97154,1,0,0,0,0,0
97737,0,0,0,0,1,0
58470,1,0,0,0,0,0
66952,0,1,0,0,0,0
39327,0,0,0,0,1,0
105782,0,0,0,0,1,0
115032,0,0,0,0,1,0
39084,0,0,0,1,0,0
67606,0,0,1,0,0,0
63156,0,0,0,0,1,0
78073,0,0,0,0,1,0
40415,0,0,0,0,1,0
61115,0,0,0,0,1,0
71808,0,0,0,0,1,0
89149,0,0,0,0,1,0
63345,0,0,0,0,1,0
25058,0,0,0,0,1,0
32586,0,0,0,0,1,0
81293,0,0,0,0,1,0
117420,0,0,0,0,1,0
122870,0,0,0,0,1,0
78932,0,0,1,0,0,0
62082,0,1,0,0,0,0
41299,0,0,1,0,0,0
65751,0,1,0,0,0,0
117029,0,0,0,0,1,0
55265,0,0,0,0,1,0
113532,0,0,0,0,1,0
59425,0,0,0,0,1,0
27523,0,0,0,0,1,0
37963,0,0,0,0,0,1
88064,1,0,0,0,0,0
55260,0,0,0,1,0,0
86592,0,0,0,0,0,1
25265,0,0,0,0,1,0
101200,0,0,1,0,0,0
106342,0,1,0,0,0,0
14086,1,0,0,0,0,0
86820,0,0,0,0,0,1
65732,1,0,0,0,0,0
116703,0,0,0,0,1,0
125492,1,0,0,0,0,0
19438,0,0,0,0,1,0
1820,0,0,0,0,1,0
102490,0,0,1,0,0,0
21428,0,0,0,0,0,1
12283,0,0,0,1,0,0
126094,0,0,0,0,1,0
49677,0,0,0,0,0,1
18912,0,0,1,0,0,0
103008,1,0,0,0,0,0
8739,1,0,0,0,0,0
112049,0,0,1,0,0,0
89458,0,0,1,0,0,0
116710,0,0,0,1,0,0
37369,0,0,0,0,1,0
70997,0,0,1,0,0,0
110995,1,0,0,0,0,0
4510,0,0,0,0,1,0
29128,1,0,0,0,0,0
83107,0,0,0,0,1,0
29787,0,0,1,0,0,0
97457,1,0,0,0,0,0
63174,0,0,0,1,0,0
56274,0,1,0,0,0,0
85948,0,0,0,0,1,0
81655,0,0,0,0,0,1
3367,0,0,1,0,0,0
68115,0,0,0,1,0,0
19915,0,0,0,1,0,0
124539,0,0,0,0,1,0
1910,0,0,0,0,1,0
64743,0,0,0,0,1,0
43716,0,0,1,0,0,0
107095,0,1,0,0,0,0
39614,1,0,0,0,0,0
57567,0,0,1,0,0,0
63498,0,0,1,0,0,0
54297,0,1,0,0,0,0
107991,0,0,0,0,1,0
50407,0,0,1,0,0,0
56427,0,0,1,0,0,0
105942,1,0,0,0,0,0
25217,0,0,1,0,0,0
50454,0,0,0,1,0,0
22886,1,0,0,0,0,0
2888,0,0,0,0,1,0
7105,0,0,0,0,1,0
91547,0,0,1,0,0,0
89975,0,0,1,0,0,0
43571,0,0,0,0,0,1
100035,0,0,1,0,0,0
38965,0,0,0,0,1,0
49809,0,0,0,0,1,0
28600,0,0,1,0,0,0
112762,0,0,1,0,0,0
115412,0,0,0,0,1,0
113446,0,1,0,0,0,0
64872,0,0,1,0,0,0
39918,0,0,0,0,1,0
9364,0,0,0,0,1,0
115936,0,0,0,1,0,0
98307,0,0,0,0,1,0
65454,0,0,0,0,1,0
65790,1,0,0,0,0,0
70707,0,0,0,0,1,0
78368,1,0,0,0,0,0
82884,0,0,0,0,1,0
17575,0,0,1,0,0,0
86220,0,0,0,0,0,1
106504,0,0,0,1,0,0
27223,0,0,1,0,0,0
55579,0,0,0,1,0,0
8098,0,0,0,0,1,0
118145,0,0,0,0,1,0
129846,1,0,0,0,0,0
90780,0,0,0,0,1,0
106370,0,0,0,0,1,0
120432,0,0,0,1,0,0
107207,0,0,0,0,1,0
65170,0,0,0,0,1,0
61144,0,1,0,0,0,0
107483,0,0,1,0,0,0
113147,0,0,0,0,1,0
16598,0,0,1,0,0,0
118216,0,0,0,0,1,0
86431,0,0,0,0,1,0
83334,0,1,0,0,0,0
69572,1,0,0,0,0,0
84618,0,0,0,0,1,0
76144,1,0,0,0,0,0
123863,1,0,0,0,0,0
57794,0,0,1,0,0,0
53951,0,0,0,0,1,0
61251,0,0,0,1,0,0
92966,0,1,0,0,0,0
105245,0,0,0,1,0,0
36332,0,0,0,0,1,0
117237,0,0,0,0,1,0
29776,0,0,0,1,0,0
54634,0,0,0,0,1,0
93656,0,0,1,0,0,0
87,0,0,1,0,0,0
89508,0,0,0,0,1,0
28367,0,0,0,0,1,0
5824,0,0,0,0,1,0
13547,0,1,0,0,0,0
100810,0,0,0,0,1,0
37398,0,0,0,1,0,0
26030,0,1,0,0,0,0
41700,0,0,1,0,0,0
53992,0,0,1,0,0,0
124757,0,0,0,0,1,0
107304,0,0,0,0,1,0
75258,0,0,0,0,1,0
60546,0,0,0,0,1,0
19753,0,0,0,0,1,0
108605,0,0,0,0,1,0
7494,0,0,0,0,1,0
95264,0,0,0,0,1,0
119629,0,0,1,0,0,0
63515,0,0,0,0,1,0
11737,0,0,0,0,1,0
43986,0,0,0,0,1,0
48502,0,0,0,0,1,0
10666,1,0,0,0,0,0
83059,1,0,0,0,0,0
36254,0,1,0,0,0,0
112508,0,0,0,0,1,0
109123,0,1,0,0,0,0
19911,0,0,0,0,1,0
18779,0,0,0,0,0,1
114595,0,1,0,0,0,0
121,0,0,0,0,1,0
88286,0,0,0,1,0,0
41285,0,1,0,0,0,0
69732,0,0,0,0,1,0
2783,0,0,1,0,0,0
10849,0,1,0,0,0,0
23766,0,1,0,0,0,0
122900,0,0,0,1,0,0
64815,0,1,0,0,0,0
27707,0,0,1,0,0,0
69160,0,0,0,1,0,0
65789,0,0,1,0,0,0
37974,0,1,0,0,0,0
77246,0,1,0,0,0,0
91260,0,0,1,0,0,0
70502,0,0,0,0,1,0
38800,0,1,0,0,0,0
35602,0,0,0,1,0,0
73808,0,0,0,0,1,0
52570,0,0,1,0,0,0
96430,0,0,0,0,1,0
57365,1,0,0,0,0,0
107923,0,0,0,0,1,0
73256,1,0,0,0,0,0
101938,1,0,0,0,0,0
98578,0,0,0,0,1,0
118416,0,0,1,0,0,0
81068,1,0,0,0,0,0
50735,0,0,0,0,1,0
86326,0,0,1,0,0,0
51261,0,0,0,0,1,0
107549,0,0,0,0,1,0
83056,0,0,0,0,1,0
66508,0,0,0,1,0,0
24153,0,0,0,0,1,0
20933,0,0,1,0,0,0
104674,1,0,0,0,0,0
104723,1,0,0,0,0,0
102880,0,0,0,0,1,0
4738,0,0,0,0,1,0
17723,1,0,0,0,0,0
71983,0,0,1,0,0,0
2685,0,0,0,0,1,0
61117,0,0,0,0,0,1
11129,0,0,0,0,1,0
48618,0,1,0,0,0,0
60173,0,0,1,0,0,0
75167,0,0,0,0,1,0
36765,0,0,0,0,1,0
123886,0,0,0,0,1,0
14077,0,0,1,0,0,0
122532,0,0,0,0,1,0
79895,0,0,0,0,1,0
73434,0,1,0,0,0,0
12579,0,0,1,0,0,0
34455,0,0,0,0,1,0
29771,0,0,0,1,0,0
36917,0,0,0,1,0,0
28496,0,0,1,0,0,0
119220,1,0,0,0,0,0
59740,0,0,0,0,1,0
16731,0,0,0,1,0,0
21090,0,0,1,0,0,0
54975,0,0,0,0,1,0
18185,0,0,0,0,1,0
58448,0,1,0,0,0,0
99698,1,0,0,0,0,0
59971,1,0,0,0,0,0
97997,0,0,0,0,1,0
52501,1,0,0,0,0,0
96249,0,0,1,0,0,0
107928,0,0,0,0,1,0
124983,0,0,0,0,1,0
57341,0,0,0,0,1,0
89296,0,0,0,0,1,0
74428,0,0,0,1,0,0
23698,0,0,0,0,1,0
43895,0,0,0,0,1,0
109825,0,0,0,0,1,0
109602,0,0,1,0,0,0
127477,0,0,0,1,0,0
88569,0,0,1,0,0,0
118495,1,0,0,0,0,0
7968,0,0,0,0,1,0
90954,1,0,0,0,0,0
5466,1,0,0,0,0,0
70383,0,0,0,0,1,0
38869,0,0,0,0,0,1
82677,0,0,0,0,1,0
35496,0,0,0,0,1,0
5406,0,0,0,0,1,0
3054,0,0,1,0,0,0
106944,0,0,0,0,1,0
79196,0,0,0,0,1,0
42651,0,0,0,0,1,0
78307,0,0,0,1,0,0
80461,0,0,1,0,0,0
77054,0,0,0,0,1,0
89602,1,0,0,0,0,0
44011,0,0,0,0,1,0
105863,0,0,0,0,1,0
102860,0,0,0,0,1,0
100258,0,0,0,0,0,1
84497,1,0,0,0,0,0
75463,0,0,1,0,0,0
76608,1,0,0,0,0,0
90184,1,0,0,0,0,0
24038,0,0,0,0,1,0
2285,0,0,0,0,1,0
45535,1,0,0,0,0,0
36628,0,0,0,0,1,0
44062,0,0,0,0,1,0
93842,1,0,0,0,0,0
108758,1,0,0,0,0,0
47041,1,0,0,0,0,0
55073,0,0,0,1,0,0
40350,0,0,0,0,1,0
125315,1,0,0,0,0,0
110315,0,0,0,0,1,0
44000,0,0,0,0,1,0
40551,0,0,0,0,1,0
7128,0,0,0,0,1,0
106790,0,0,0,0,1,0
30724,0,0,0,0,1,0
57871,0,0,1,0,0,0
60868,0,0,0,0,1,0
15370,1,0,0,0,0,0
66730,0,0,0,0,1,0
96948,0,0,0,1,0,0
11461,0,0,0,0,1,0
26677,1,0,0,0,0,0
56585,0,0,0,0,1,0
8092,0,0,0,0,1,0
23739,0,0,1,0,0,0
86186,0,0,0,0,1,0
111064,0,0,1,0,0,0
25284,0,0,0,0,1,0
70881,0,0,1,0,0,0
20145,1,0,0,0,0,0
129365,0,0,0,0,1,0
108188,0,0,0,0,1,0
97568,0,0,1,0,0,0
111298,1,0,0,0,0,0
96998,0,0,0,0,1,0
14747,1,0,0,0,0,0
108955,1,0,0,0,0,0
6297,1,0,0,0,0,0
108733,0,0,0,0,1,0
8497,0,0,0,0,1,0
87706,0,0,0,0,1,0
69978,0,0,0,1,0,0
42860,1,0,0,0,0,0
90235,0,1,0,0,0,0
1064,0,1,0,0,0,0
81133,1,0,0,0,0,0
73561,0,0,0,0,0,1
19555,0,0,0,0,1,0
123127,0,0,0,0,1,0
91021,0,0,0,0,1,0
58345,0,0,0,0,1,0
109233,0,0,0,0,1,0
28275,0,0,1,0,0,0
36518,0,0,0,0,1,0
44861,0,0,0,0,1,0
87078,0,0,0,1,0,0
47682,1,0,0,0,0,0
52013,0,0,0,0,1,0
52048,0,1,0,0,0,0
122085,0,0,0,0,1,0
125523,0,0,0,0,1,0
79326,1,0,0,0,0,0
115471,0,0,0,0,1,0
60474,0,0,1,0,0,0
95188,0,0,0,0,1,0
33019,0,0,0,0,1,0
28720,0,0,0,0,0,1
3899,0,0,0,0,1,0
15714,0,0,0,0,1,0
42538,0,0,0,1,0,0
125378,0,0,0,0,1,0
117741,0,0,0,0,0,1
43672,0,0,0,1,0,0
95120,0,0,0,0,1,0
67012,0,0,0,0,1,0
78355,0,0,0,0,1,0
95579,0,0,0,0,1,0
69544,0,0,0,1,0,0
96216,0,0,0,1,0,0
62138,0,0,0,1,0,0
94578,0,0,0,1,0,0
48759,0,0,0,0,1,0
127350,0,0,0,0,1,0
105866,0,0,0,0,1,0
84155,0,0,0,0,1,0
17749,0,1,0,0,0,0
49542,1,0,0,0,0,0
8218,0,0,1,0,0,0
118492,0,0,1,0,0,0
22059,0,0,0,1,0,0
78827,0,0,0,0,1,0
29306,0,0,0,0,1,0
59990,0,0,0,0,1,0
19509,0,0,1,0,0,0
79053,0,1,0,0,0,0
80164,0,0,0,0,1,0
47648,0,0,0,1,0,0
18359,0,0,1,0,0,0
56631,0,0,1,0,0,0
112087,0,0,0,0,1,0
121372,0,0,0,0,1,0
13282,0,0,0,0,1,0
84741,0,0,0,0,1,0
85943,0,1,0,0,0,0
126262,0,0,0,1,0,0
91743,0,0,1,0,0,0
94293,0,0,0,0,1,0
110748,0,0,0,0,1,0
124325,0,0,1,0,0,0
99964,0,1,0,0,0,0
7215,0,1,0,0,0,0
19310,0,0,0,0,1,0
70798,0,0,1,0,0,0
115226,0,0,0,0,1,0
75247,0,0,0,0,0,1
100054,0,0,1,0,0,0
91765,0,0,0,0,1,0
14956,0,0,0,0,1,0
80454,0,0,0,0,1,0
88101,0,0,0,1,0,0
60505,0,0,1,0,0,0
37796,0,0,1,0,0,0
9636,0,0,0,0,1,0
59360,0,0,1,0,0,0
115146,0,0,1,0,0,0
120362,0,0,0,0,1,0
87365,0,0,0,0,1,0
103237,0,0,0,0,1,0
18719,0,0,0,0,1,0
114735,0,0,0,0,1,0
41840,1,0,0,0,0,0
18370,0,0,0,0,1,0
93108,0,0,0,0,1,0
116837,0,0,0,0,1,0
40790,0,0,0,0,0,1
6729,0,0,0,0,1,0
114454,0,1,0,0,0,0
120023,0,0,1,0,0,0
29912,0,0,0,0,1,0
12909,0,0,0,0,1,0
72700,0,0,0,0,1,0
35043,0,0,0,0,1,0
70786,0,0,0,0,1,0
63651,0,1,0,0,0,0
38482,0,0,1,0,0,0
31799,0,0,0,0,1,0
59391,1,0,0,0,0,0
100289,0,0,0,0,1,0
47010,0,0,1,0,0,0
83712,0,0,0,0,1,0
41597,0,0,0,1,0,0
95764,1,0,0,0,0,0
41114,0,0,0,0,1,0
110136,1,0,0,0,0,0
70019,0,0,0,0,1,0
49259,0,0,0,0,1,0
60020,0,0,0,0,1,0
101199,0,0,0,0,1,0
95105,0,0,0,0,1,0
34661,0,0,0,0,0,1
68687,1,0,0,0,0,0
82133,0,0,1,0,0,0
82658,0,0,0,0,1,0
40203,0,0,1,0,0,0
42892,1,0,0,0,0,0
99553,0,0,0,0,1,0
29127,0,0,1,0,0,0
30938,0,1,0,0,0,0
105705,0,0,0,0,1,0
10140,0,0,0,0,1,0
1424,0,0,0,0,1,0
44795,0,0,0,0,1,0
60845,0,0,0,0,1,0
58732,1,0,0,0,0,0
65993,1,0,0,0,0,0
81862,0,0,0,0,1,0
11133,0,0,1,0,0,0
13846,0,0,1,0,0,0
2401,0,0,1,0,0,0
61209,0,0,0,0,0,1
90056,0,0,0,0,1,0
55780,0,0,0,0,1,0
117225,0,0,0,0,1,0
38150,0,0,0,0,1,0
9663,0,0,0,0,0,1
27850,0,0,0,1,0,0
119414,0,0,1,0,0,0
105988,0,0,0,1,0,0
90204,0,0,0,0,1,0
111934,0,0,0,0,1,0
93840,1,0,0,0,0,0
85032,0,0,0,0,1,0
16212,0,0,0,0,1,0
82792,1,0,0,0,0,0
51021,0,0,0,1,0,0
48178,0,0,0,0,1,0
99275,1,0,0,0,0,0
109997,0,0,1,0,0,0
73681,0,0,0,0,1,0
24777,1,0,0,0,0,0
51483,0,0,0,0,1,0
41797,0,0,1,0,0,0
80063,0,0,1,0,0,0
77773,0,0,0,0,1,0
45093,0,0,0,0,1,0
53146,0,0,0,1,0,0
124,0,0,1,0,0,0
39805,0,0,1,0,0,0
92531,0,0,0,0,1,0
27753,0,0,0,0,1,0
124826,0,0,0,0,1,0
41346,0,0,0,0,1,0
34847,0,0,0,0,0,1
28650,0,0,1,0,0,0
129046,0,0,0,0,0,1
77736,0,0,1,0,0,0
49043,0,0,1,0,0,0
54438,1,0,0,0,0,0
39948,0,0,0,0,1,0
92364,0,0,0,0,0,1
114190,0,1,0,0,0,0
101127,0,0,0,0,1,0
127699,0,0,0,0,1,0
81549,0,0,0,1,0,0
121617,0,0,0,0,1,0
96829,0,0,0,0,1,0
43528,0,0,0,0,0,1
102383,1,0,0,0,0,0
33815,0,0,1,0,0,0
60983,0,0,0,0,1,0
101496,0,0,0,0,1,0
85813,0,0,0,1,0,0
81320,0,0,0,1,0,0
37859,0,0,0,1,0,0
110710,0,0,1,0,0,0
107587,0,0,0,1,0,0
60900,0,0,0,1,0,0
66837,0,0,0,0,1,0
90635,0,0,0,0,0,1
109843,0,0,0,0,1,0
9600,0,0,0,0,1,0
78426,0,0,0,0,1,0
27237,1,0,0,0,0,0
84187,0,0,0,1,0,0
95683,0,0,0,0,1,0
20040,0,0,1,0,0,0
7984,0,0,0,0,1,0
91945,0,1,0,0,0,0
116406,0,0,0,1,0,0
29727,0,0,0,0,1,0
67075,0,0,1,0,0,0
94604,0,0,0,0,1,0
44353,0,0,0,0,0,1
12331,0,0,0,1,0,0
27686,1,0,0,0,0,0
102145,0,1,0,0,0,0
117438,0,0,0,0,1,0
63834,0,0,1,0,0,0
26873,0,0,0,0,1,0
29463,0,0,0,0,0,1
105829,0,0,0,0,0,1
